V1	V2
7725.438	0.2755638
7729.294	0.2755105
7733.151	0.2754883
7737.008	0.2755255
7740.865	0.2755756
7744.722	0.2755637
7748.579	0.2754802
7752.436	0.2754518
7756.293	0.2753942
7760.15	0.2753547
7764.007	0.2753146
7767.864	0.2753772
7771.721	0.2754324
7775.578	0.275434
7779.435	0.2754489
7783.292	0.2753422
7787.148	0.2752292
7791.005	0.2752766
7794.862	0.275399
7798.719	0.2753186
7802.576	0.2750377
7806.433	0.2749948
7810.29	0.2751246
7814.147	0.2751923
7818.004	0.2750993
7821.861	0.275097
7825.718	0.2751812
7829.575	0.2750571
7833.432	0.2749325
7837.289	0.2749756
7841.146	0.2750147
7845.002	0.275005
7848.859	0.2749923
7852.716	0.274909
7856.573	0.2748988
7860.43	0.2749181
7864.287	0.2749056
7868.144	0.2748707
7872.001	0.2748344
7875.858	0.2748101
7879.715	0.2749058
7883.572	0.2748728
7887.429	0.2748229
7891.286	0.2747909
7895.143	0.2746823
7899	0.274732
7902.856	0.2746728
7906.713	0.2745812
7910.57	0.274633
7914.427	0.2745913
7918.284	0.2746073
7922.141	0.2745082
7925.998	0.2743729
7929.855	0.2743911
7933.712	0.2744087
7937.569	0.2744267
7941.426	0.2743629
7945.283	0.2743151
7949.14	0.2743533
7952.997	0.2743305
7956.854	0.2742248
7960.71	0.2742863
7964.567	0.2743491
7968.424	0.2743596
7972.281	0.2742231
7976.138	0.2741309
7979.995	0.2741887
7983.852	0.2741522
7987.709	0.2741551
7991.566	0.2741657
7995.423	0.2740275
7999.28	0.2739736
8003.137	0.2739322
8006.994	0.2739901
8010.851	0.2739737
8014.708	0.2738616
8018.564	0.2739124
8022.421	0.2739493
8026.278	0.2738971
8030.135	0.273802
8033.992	0.2737738
8037.849	0.2737999
8041.706	0.2738777
8045.563	0.2738388
8049.42	0.2737637
8053.277	0.2737779
8057.134	0.2739542
8060.991	0.27401
8064.848	0.2738628
8068.705	0.2738042
8072.562	0.2737594
8076.418	0.2736712
8080.275	0.2736918
8084.132	0.2736484
8087.989	0.273674
8091.846	0.273634
8095.703	0.2736295
8099.56	0.2736883
8103.417	0.2737486
8107.274	0.2736729
8111.131	0.2736029
8114.988	0.2735199
8118.845	0.2736131
8122.702	0.273622
8126.559	0.2736117
8130.416	0.2736492
8134.272	0.2736419
8138.129	0.2734973
8141.986	0.2735983
8145.843	0.2737698
8149.7	0.2737199
8153.557	0.2736026
8157.414	0.2735018
8161.271	0.273568
8165.128	0.2735212
8168.985	0.2735592
8172.842	0.273655
8176.699	0.2735868
8180.556	0.2735412
8184.413	0.2735135
8188.27	0.2736231
8192.126	0.2736495
8195.983	0.273653
8199.84	0.2737089
8203.697	0.2736883
8207.554	0.2736543
8211.411	0.2735819
8215.268	0.2734722
8219.125	0.2733597
8222.981	0.2733143
8226.839	0.2733788
8230.695	0.2735579
8234.553	0.2735685
8238.409	0.2734924
8242.267	0.2733366
8246.123	0.2732186
8249.98	0.273204
8253.837	0.2732206
8257.694	0.2732222
8261.551	0.273179
8265.408	0.273158
8269.265	0.2731022
8273.122	0.2730522
8276.979	0.2731941
8280.836	0.2732781
8284.692	0.2731614
8288.55	0.2728745
8292.406	0.2727509
8296.264	0.2727437
8300.12	0.27267
8303.978	0.2727205
8307.834	0.2727896
8311.691	0.2727078
8315.548	0.27266
8319.405	0.2725508
8323.262	0.2726975
8327.119	0.2726806
8330.976	0.2725432
8334.833	0.2724868
8338.689	0.2723289
8342.547	0.2721309
8346.403	0.2721961
8350.261	0.2722303
8354.117	0.2721567
8357.975	0.2719867
8361.831	0.2719118
8365.688	0.2720416
8369.545	0.2721514
8373.402	0.2719959
8377.259	0.2717204
8381.116	0.2717266
8384.973	0.2717306
8388.83	0.271497
8392.687	0.2713562
8396.544	0.2712582
8400.4	0.2713013
8404.258	0.2713384
8408.114	0.2712724
8411.972	0.2711568
8415.828	0.2710588
8419.686	0.2709582
8423.542	0.2709606
8427.399	0.2709285
8431.256	0.2707626
8435.113	0.2704772
8438.97	0.2703871
8442.827	0.2703644
8446.684	0.2703029
8450.541	0.270386
8454.397	0.270307
8458.255	0.2701022
8462.111	0.2699632
8465.969	0.2699229
8469.825	0.2698749
8473.683	0.2697391
8477.539	0.2696156
8481.396	0.2694016
8485.253	0.2693575
8489.11	0.2693026
8492.967	0.2692142
8496.824	0.2691562
8500.681	0.2690758
8504.538	0.2689221
8508.395	0.2688272
8512.252	0.2688087
8516.108	0.2686999
8519.966	0.2686902
8523.822	0.2686519
8527.68	0.2685611
8531.536	0.2684913
8535.394	0.2684865
8539.25	0.2685152
8543.107	0.2683482
8546.964	0.2681711
8550.821	0.2680077
8554.678	0.2678384
8558.535	0.2677673
8562.392	0.2679062
8566.249	0.2679104
8570.105	0.2677558
8573.963	0.2676352
8577.819	0.2674502
8581.677	0.2673395
8585.533	0.2673266
8589.391	0.2671237
8593.247	0.2669616
8597.104	0.2667661
8600.961	0.2667698
8604.818	0.2667377
8608.675	0.2666643
8612.532	0.2665863
8616.389	0.2665673
8620.246	0.2664859
8624.103	0.2664054
8627.96	0.2662023
8631.816	0.2660221
8635.674	0.2659619
8639.53	0.2659567
8643.388	0.2658416
8647.244	0.2657077
8651.102	0.2657011
8654.958	0.2655499
8658.815	0.2654391
8662.672	0.2653784
8666.529	0.2653688
8670.386	0.2652336
8674.243	0.2649592
8678.1	0.2648371
8681.957	0.2648464
8685.813	0.264813
8689.671	0.2646787
8693.527	0.2644543
8697.385	0.2643843
8701.241	0.264403
8705.099	0.2642085
8708.955	0.2641803
8712.813	0.2641293
8716.669	0.2639494
8720.526	0.2639118
8724.383	0.2639771
8728.24	0.2638355
8732.097	0.2637656
8735.954	0.2636528
8739.811	0.263687
8743.668	0.2636441
8747.524	0.2636372
8751.382	0.2636305
8755.238	0.26346
8759.096	0.2633539
8762.952	0.2633033
8766.81	0.2631774
8770.666	0.2630988
8774.523	0.2629102
8778.38	0.2627664
8782.237	0.2628438
8786.094	0.2628624
8789.951	0.2627143
8793.808	0.2626278
8797.665	0.2627251
8801.521	0.2626936
8805.379	0.2624321
8809.235	0.2622283
8813.093	0.2620904
8816.949	0.2621562
8820.807	0.2622148
8824.663	0.2621819
8828.521	0.2620636
8832.377	0.2620258
8836.234	0.2619633
8840.091	0.2619018
8843.948	0.2618006
8847.805	0.2618231
8851.662	0.261739
8855.519	0.2614401
8859.376	0.2612769
8863.232	0.2613597
8867.09	0.2613587
8870.946	0.2612503
8874.804	0.2610408
8878.66	0.2610887
8882.518	0.2610592
8886.374	0.2610077
8890.231	0.2608835
8894.088	0.260966
8897.945	0.2607866
8901.802	0.2606054
8905.659	0.2604484
8909.516	0.2605206
8913.373	0.2605858
8917.229	0.2605709
8921.087	0.2604593
8924.943	0.2604026
8928.801	0.2603796
8932.657	0.2604312
8936.515	0.2603343
