V1	V2
8940.371	0.2602596
8944.229	0.2603061
8948.085	0.2601318
8951.942	0.259988
8955.799	0.2600113
8959.656	0.2598995
8963.513	0.2598078
8967.37	0.2594709
8971.227	0.2594573
8975.084	0.2594433
8978.94	0.2594258
8982.798	0.2597325
8986.654	0.259764
8990.512	0.2595025
8994.368	0.2593452
8998.226	0.2591731
9002.082	0.2592355
9005.939	0.2593265
9009.796	0.2593674
9013.653	0.2592288
9017.51	0.2591943
9021.367	0.2590324
9025.224	0.2590346
9029.081	0.2590695
9032.938	0.2589786
9036.795	0.2588878
9040.651	0.2587804
9044.509	0.2587991
9048.365	0.2589422
9052.223	0.2588393
9056.079	0.25892
9059.937	0.2588436
9063.793	0.2585455
9067.65	0.2586173
9071.507	0.2589146
9075.364	0.2586763
9079.221	0.2585523
9083.078	0.258502
9086.935	0.258657
9090.792	0.258755
9094.648	0.2586902
9098.506	0.2584967
9102.362	0.2582215
9106.22	0.2580707
9110.076	0.2583526
9113.934	0.2585681
9117.79	0.2587185
9121.647	0.2585691
9125.504	0.2582643
9129.361	0.2581741
9133.218	0.2583067
9137.075	0.258316
9140.932	0.2583311
9144.789	0.2582208
9148.646	0.258002
9152.503	0.2578847
9156.359	0.2579604
9160.217	0.2580937
9164.073	0.2580039
9167.931	0.2580335
9171.787	0.2580715
9175.645	0.258139
9179.501	0.2579817
9183.358	0.2579366
9187.215	0.2579421
9191.072	0.2578333
9194.929	0.2576655
9198.786	0.2574958
9202.643	0.257713
9206.5	0.2576991
9210.356	0.2577417
9214.214	0.2579842
9218.07	0.2579773
9221.928	0.2576192
9225.784	0.2576406
9229.642	0.2576273
9233.498	0.257697
9237.355	0.2577891
9241.212	0.2578081
9245.069	0.2574827
9248.926	0.2573748
9252.783	0.2576201
9256.64	0.2577457
9260.497	0.2576365
9264.354	0.2575876
9268.211	0.2577009
9272.067	0.2576744
9275.925	0.2576083
9279.781	0.2575263
9283.639	0.2574005
9287.495	0.2573506
9291.353	0.2572612
9295.209	0.2574621
9299.066	0.2575812
9302.923	0.2572706
9306.78	0.257077
9310.637	0.2572546
9314.494	0.2572746
9318.351	0.2570896
9322.208	0.2571438
9326.064	0.2571105
9329.922	0.257134
9333.778	0.2572007
9337.636	0.2570851
9341.492	0.2570087
9345.35	0.2572085
9349.206	0.257214
9353.063	0.2569267
9356.92	0.2569486
9360.777	0.2572867
9364.634	0.2573864
9368.491	0.2572845
9372.348	0.2571743
9376.205	0.257051
9380.062	0.2570615
9383.919	0.2568431
9387.775	0.2569452
9391.633	0.2569883
9395.489	0.2568261
9399.347	0.2570327
9403.203	0.2572347
9407.061	0.2571588
9410.917	0.2569302
9414.774	0.2566659
9418.631	0.2567543
9422.488	0.2566948
9426.345	0.2565163
9430.202	0.2564999
9434.059	0.2565275
9437.916	0.2566136
9441.772	0.2567757
9445.63	0.2569075
9449.486	0.2569798
9453.344	0.2568308
9457.2	0.2565591
9461.058	0.256501
9464.914	0.2565227
9468.771	0.2566091
9472.628	0.2566402
9476.485	0.2565362
9480.342	0.2565232
9484.199	0.2567753
9488.056	0.256691
9491.913	0.2563539
9495.77	0.2564323
9499.627	0.2565096
9503.483	0.2565035
9507.341	0.2564971
9511.197	0.2564007
9515.055	0.2562619
9518.911	0.256407
9522.769	0.2566223
9526.625	0.2564427
9530.482	0.2560359
9534.339	0.2561756
9538.196	0.2564024
9542.053	0.2564201
9545.91	0.2562321
9549.767	0.256173
9553.624	0.2563294
9557.48	0.2564155
9561.338	0.2565149
9565.194	0.2563832
9569.052	0.2561419
9572.908	0.2559738
9576.766	0.2561908
9580.622	0.2563087
9584.479	0.2562728
9588.336	0.2565064
9592.193	0.2563756
9596.05	0.2560629
9599.907	0.2561681
9603.764	0.2561125
9607.621	0.2558677
9611.478	0.2560693
9615.335	0.2563466
9619.191	0.2563868
9623.049	0.2560298
9626.905	0.2559554
9630.763	0.255926
9634.619	0.2558781
9638.477	0.2559995
9642.333	0.2561603
9646.19	0.2558655
9650.047	0.255733
9653.904	0.2556636
9657.761	0.2556859
9661.618	0.2556574
9665.475	0.2558033
9669.332	0.2560131
9673.188	0.2560641
9677.046	0.2559462
9680.902	0.2556491
9684.76	0.2556326
9688.616	0.2558262
9692.474	0.2557437
9696.33	0.255793
9700.188	0.2556856
9704.044	0.2556251
9707.901	0.2554598
9711.758	0.2553955
9715.615	0.2554519
9719.472	0.2554398
9723.329	0.2554853
9727.186	0.2554449
9731.043	0.2554578
9734.899	0.2557206
9738.757	0.2558629
9742.613	0.2556551
9746.471	0.2554575
9750.327	0.255464
9754.185	0.2555747
9758.041	0.2553601
9761.898	0.2551273
9765.755	0.2555704
9769.612	0.2555461
9773.469	0.2555453
9777.326	0.2556334
9781.183	0.2556801
9785.04	0.2554776
9788.896	0.2554258
9792.754	0.2553771
9796.61	0.2554796
9800.468	0.255826
9804.324	0.2557397
9808.182	0.2552596
9812.038	0.2550386
9815.896	0.255172
9819.752	0.2553821
9823.609	0.2555077
9827.466	0.2555718
9831.323	0.2555925
9835.18	0.2556725
9839.037	0.2554245
9842.894	0.2550615
9846.751	0.254953
9850.607	0.2551754
9854.465	0.2548814
9858.321	0.2550441
9862.179	0.2552189
9866.035	0.2553728
9869.893	0.2555047
9873.749	0.255537
9877.606	0.2553011
9881.463	0.2551063
9885.32	0.2554203
9889.177	0.2554964
9893.034	0.2552422
9896.891	0.2552693
9900.748	0.2551965
9904.604	0.2550941
9908.462	0.2550305
9912.318	0.25536
9916.176	0.255639
9920.032	0.2554774
9923.89	0.2552628
9927.746	0.2555303
9931.604	0.2551582
9935.46	0.2550436
9939.317	0.2554901
9943.174	0.2553652
9947.031	0.2554485
9950.888	0.2553448
9954.745	0.2553495
9958.602	0.2554641
9962.459	0.2555916
9966.315	0.2557481
9970.173	0.2557205
9974.029	0.2554907
9977.887	0.255505
9981.743	0.2556182
9985.601	0.2556946
9989.457	0.2555051
9993.314	0.2552519
9997.171	0.2551471
10001.03	0.2552639
