3.999640e+003,6.350830e-001
4.003497e+003,6.352266e-001
4.007354e+003,6.352024e-001
4.011211e+003,6.350767e-001
4.015068e+003,6.344765e-001
4.018925e+003,6.334450e-001
4.022781e+003,6.319366e-001
4.026638e+003,6.302453e-001
4.030495e+003,6.283470e-001
4.034352e+003,6.259385e-001
4.038209e+003,6.230376e-001
4.042066e+003,6.200105e-001
4.045923e+003,6.169266e-001
4.049780e+003,6.137502e-001
4.053637e+003,6.104106e-001
4.057494e+003,6.069942e-001
4.061351e+003,6.033532e-001
4.065208e+003,5.995412e-001
4.069065e+003,5.955939e-001
4.072922e+003,5.916567e-001
4.076779e+003,5.878406e-001
4.080635e+003,5.838266e-001
4.084492e+003,5.799106e-001
4.088349e+003,5.760975e-001
4.092206e+003,5.724925e-001
4.096063e+003,5.688592e-001
4.099920e+003,5.653542e-001
4.103777e+003,5.617696e-001
4.107634e+003,5.585476e-001
4.111491e+003,5.553525e-001
4.115348e+003,5.523883e-001
4.119205e+003,5.494115e-001
4.123062e+003,5.466483e-001
4.126918e+003,5.438804e-001
4.130775e+003,5.413936e-001
4.134632e+003,5.389434e-001
4.138489e+003,5.367283e-001
4.142346e+003,5.347497e-001
4.146203e+003,5.330703e-001
4.150060e+003,5.313228e-001
4.153917e+003,5.298893e-001
4.157774e+003,5.285841e-001
4.161631e+003,5.275859e-001
4.165488e+003,5.267923e-001
4.169345e+003,5.263156e-001
4.173202e+003,5.260630e-001
4.177059e+003,5.259895e-001
4.180916e+003,5.258557e-001
4.184772e+003,5.258859e-001
4.188629e+003,5.258593e-001
4.192486e+003,5.259736e-001
4.196343e+003,5.259100e-001
4.200200e+003,5.258549e-001
4.204057e+003,5.258772e-001
4.207914e+003,5.261965e-001
4.211771e+003,5.263837e-001
4.215628e+003,5.266145e-001
4.219485e+003,5.267120e-001
4.223342e+003,5.269644e-001
4.227199e+003,5.271205e-001
4.231056e+003,5.273831e-001
4.234913e+003,5.277429e-001
4.238770e+003,5.282244e-001
4.242626e+003,5.287271e-001
4.246483e+003,5.295519e-001
4.250340e+003,5.304583e-001
4.254197e+003,5.311159e-001
4.258054e+003,5.313287e-001
4.261911e+003,5.314442e-001
4.265768e+003,5.312458e-001
4.269625e+003,5.310498e-001
4.273482e+003,5.307376e-001
4.277339e+003,5.304273e-001
4.281196e+003,5.300471e-001
4.285053e+003,5.296235e-001
4.288910e+003,5.290564e-001
4.292767e+003,5.285324e-001
4.296624e+003,5.278291e-001
4.300480e+003,5.272494e-001
4.304337e+003,5.266156e-001
4.308194e+003,5.260527e-001
4.312051e+003,5.255176e-001
4.315908e+003,5.254641e-001
